-38,-83,-25,-68
86,52,-76,42
-100,-45,-87,-100
-28,1,-6,57
-35,30,-55,-81
-39,26,-46,57
-7,-21,-19,-42
-100,28,64,13
-21,-5,-30,-43
16,-62,-72,-48
-95,-87,82,1
-51,-54,2,-35
13,-48,11,-95
38,-94,-33,77
0,74,32,-25
50,32,-59,69
-94,-71,56,71
18,-21,-17,-7
99,-26,-10,-31
-10,80,78,29
5,97,79,-31
2,59,-12,13
60,-1,11,7
20,-68,-78,-18
-85,2,-18,92
-58,81,-65,-30
94,72,96,-88
-74,19,96,-15
68,-31,-48,43
62,-14,-2,47
-32,53,19,44
89,0,-70,-64
-91,92,41,36
92,100,-52,29
56,-10,50,94
29,41,-24,-28
9,-42,-3,-64
-24,0,-42,-58
1,24,75,24
89,-45,41,62
53,-21,-43,93
2,-96,59,-77
19,-53,-17,-87
45,2,16,-79
96,88,99,41
77,73,-64,-22
-60,34,-37,37
33,43,56,-28
87,70,23,-39
8,92,65,73
14,82,-46,-38
36,14,83,93
-10,-60,17,-19
-75,-79,53,-35
-42,-3,8,63
-57,-52,44,98
-21,78,79,-14
93,59,-64,-40
54,46,39,90
-18,-51,75,8
78,73,-38,-96
-41,48,62,4
23,94,66,-90
-25,51,-52,29
-94,-92,-79,-89
81,-80,25,-81
-36,6,91,34
-2,-50,77,-6
50,-78,79,11
-13,97,12,76
-62,-50,29,69
54,91,97,95
-91,15,70,-99
-56,35,79,-6
45,-51,25,-36
46,18,-45,-98
-61,16,12,-78
90,-82,48,-2
26,50,20,83
-28,18,-42,-35
76,50,-77,2
-61,95,53,-27
-89,-49,17,-80
-46,-100,-10,-38
73,77,93,83
73,-97,-78,-56
35,60,-22,-57
-41,-94,-12,8
-61,12,73,27
18,61,-65,-49
24,-64,-96,56
50,-92,-66,-12
3,-20,100,34
80,3,-17,-97
-56,-85,-41,77
43,-39,-92,-82
-39,92,-58,72
-3,-11,66,9
-48,-98,-10,-64
20,42,10,6
-49,44,9,-61
55,-58,-52,-7
27,-59,-43,-78
-94,-100,95,-18
87,20,-19,43
40,49,23,99
66,-22,-45,7
93,-27,68,-83
-78,-45,-73,-84
-57,-55,-63,31
-49,-44,46,-88
-42,94,10,15
-89,-47,-35,63
47,41,14,63
19,28,-71,-14
35,69,87,30
-48,-50,-91,56
22,-50,-41,15
-59,-54,11,47
-30,41,-83,38
42,-32,-90,33
77,35,-90,-22
14,25,40,-44
-25,-31,-63,-31
-3,44,47,7
-20,12,88,-57
24,-6,-7,-36
-29,-31,-27,52
-99,65,-87,87
-22,-10,-26,-7
-100,-72,69,69
-73,13,-52,66
-98,51,69,-44
-58,14,-45,-30
-8,-5,63,52
16,82,55,69
-4,-74,75,-74
-38,-20,41,92
18,26,-14,41
3,-9,78,62
-30,-18,-16,45
-27,-95,-24,29
-10,-59,-9,-43
-15,63,-46,-15
22,-81,19,45
42,-60,89,23
31,46,-92,-55
6,-73,-6,30
87,-92,-54,-20
90,-91,-8,-5
72,-60,-37,34
67,96,-59,10
79,-39,-20,-25
35,100,-47,81
-78,-98,-46,91
82,-8,-33,-20
-97,-77,67,24
-73,45,93,51
-54,28,-23,-29
-35,32,6,91
15,-64,90,37
82,62,-77,55
94,32,-66,80
-39,18,87,53
-99,1,62,-54
88,-39,-60,-47
-97,-69,-59,0
-75,17,-30,-97
80,-32,41,-58
59,-79,-49,-24
-33,40,-39,60
-64,-5,-55,-59
-90,0,-8,-9
-42,97,79,40
-38,-4,-94,55
19,-82,45,-95
46,77,-28,38
-95,-58,-70,-65
53,-60,97,-12
17,-75,70,-65
-13,-26,76,-4
-70,-56,49,-73
-58,-86,60,-32
44,-95,75,-11
77,51,24,-81
-96,73,90,-68
68,56,56,31
6,93,16,-49
-59,-54,39,64
41,-61,-4,-77
60,-72,-23,41
72,-88,-10,-39
-81,50,-14,44
-55,34,-76,65
4,20,94,9
98,-22,-39,98
78,-7,5,-21
34,44,-45,17
18,35,-60,-31
71,-60,61,-31
26,44,29,80
-93,-92,-2,-72
-82,73,-100,-36
-54,75,-73,82
-75,-2,-16,73
-33,22,-74,-67
-2,-63,68,-89
25,-76,5,64
15,15,-3,-87
77,-98,-66,35
-58,-25,0,-1
-70,-98,51,12
-26,-83,-16,-27
89,20,-89,37
10,37,10,62
-62,9,-33,50
-31,-55,42,12
37,24,-39,68
77,3,-99,-15
-98,-22,-94,92
67,-55,-32,-7
-25,64,-60,36
-90,32,5,95
-13,-15,78,67
-7,-55,23,-63
21,82,20,3
-94,-52,-88,-69
-56,-65,36,96
69,77,-3,33
35,11,50,-38
99,-41,-74,66
-96,0,16,-85
-56,-90,31,100
-21,94,-19,-61
-4,-71,97,-52
34,-73,100,20
-55,6,96,-14
27,-76,-4,-53
28,6,43,-95
29,-12,63,7
82,81,13,68
44,-83,69,57
-31,90,-74,-85
-32,-65,-38,-30
84,69,-17,57
-66,-80,-86,60
-45,-49,-99,-85
-11,-1,47,61
80,77,-27,7
-96,-9,39,82
-28,-66,51,77
7,30,-11,-16
-61,1,-68,-96
-27,-5,77,76
-50,-43,-76,-95
-61,5,86,-77
-13,24,17,43
-45,75,-81,30
36,-14,-66,67
68,-31,91,26
4,-19,-51,-36
-9,-76,-82,-49
-28,-63,28,55
49,29,-39,79
-25,-32,-25,-96
-37,33,13,6
-47,35,-9,28
-38,-79,86,72
-72,1,9,34
46,84,89,-84
40,-10,-1,53
-62,-87,31,-23
-6,35,59,-58
6,55,84,-65
7,97,-64,10
87,-18,3,13
34,-97,-68,47
-67,-92,-18,12
-59,-75,0,-60
81,-50,-6,56
-77,39,97,62
-41,-20,86,-30
68,41,80,-37
88,-40,-70,28
49,29,-95,-83
45,-95,-59,40
63,-79,-37,-44
-95,22,-47,61
-88,-86,-68,-45
-95,-22,58,97
45,50,61,-71
-15,14,23,53
82,19,-67,58
72,-42,62,-48
-71,-40,81,73
52,45,66,12
-74,85,-96,-49
-88,65,26,23
87,61,33,-83
-94,-24,-77,-65
-65,19,42,17
-8,22,-62,25
-82,78,-50,-87
-88,10,-56,-29
-76,24,-33,8
0,46,-98,8
74,48,53,-64
29,-52,-64,-53
-5,-93,-2,-10
69,-20,71,-33
-24,43,-81,-94
-83,-100,-53,10
-3,97,35,99
96,15,-27,-13
67,41,36,42
-25,-49,99,-91
34,33,33,-56
-98,-14,-44,9
77,79,-35,8
44,-56,45,-84
78,-86,5,58
-86,-70,-96,26
-88,53,53,20
-75,36,39,-68
93,58,-90,74
28,-97,94,-15
39,-50,-2,66
-69,73,16,-56
47,77,-15,85
57,77,1,73
73,24,-10,-2
87,17,71,-74
-89,5,-29,30
64,62,84,-33
-47,-33,-37,93
-100,-5,-49,-15
49,49,73,-55
88,75,-24,2
-45,-89,90,-18
-35,90,91,-98
13,2,14,-66
-5,68,14,38
-72,94,-99,-14
-85,-35,-5,-78
-40,-46,24,76
11,35,-95,73
66,-55,95,-69
95,67,71,93
60,59,-96,34
50,85,16,-53
-98,-46,23,-38
-8,13,98,-24
-71,19,32,-38
-20,20,2,91
4,22,6,-29
40,89,17,-42
92,-56,1,-77
36,28,1,43
-13,-100,-9,49
69,32,-44,68
51,44,-53,-65
-86,32,22,25
30,12,48,-58
-80,98,53,92
62,-14,-68,50
78,62,78,91
-14,1,66,47
-11,-26,45,-89
19,22,87,-72
-32,-97,-69,78
95,53,-19,-77
-58,-63,58,12
-54,76,33,38
-47,-67,67,-74
38,94,-36,-51
-86,44,17,36
74,88,-76,-17
-62,57,28,-92
-99,-81,25,-91
-84,0,80,5
-49,20,100,-28
-19,76,75,93
10,-68,78,85
-90,-43,-96,-44
-74,38,-71,-1
1,11,-17,33
86,33,-51,-85
60,-36,41,70
-35,-2,0,60
90,-84,22,71
55,37,-10,16
-65,-84,-57,29
16,14,66,-6
27,24,28,84
92,73,-44,-54
-70,96,-6,-44
-95,39,-90,-42
-87,-4,-95,30
0,42,60,78
77,-58,34,-95
84,-50,100,27
81,13,-15,-42
61,85,17,-82
